#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"ServiceHub.Host.Node.x86","1","314","143544320","5115904","16617472","24840","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.Node.x86\ServiceHub.Host.Node.x86.exe","Node.js","1.328125","8.9.1","8.9.1","Node.js: Server-side JavaScript","Node.js","Process","8",,"False",,"6032","Microsoft.Win32.SafeHandles.SafeProcessHandle","314","17984",".","0","","System.Diagnostics.ProcessModule (ServiceHub.Host.Node.x86.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24840","24840","16617472","16617472","204832","204832","19165184","19165184","31387648","31387648","150921216","150921216","True","Normal","16617472","16617472","00:00:00.8125000","ServiceHub.Host.Node.x86","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3281250","00:00:00.5156250","143544320","143544320","False",,,,"5115904","5115904",,
"ServiceHub.IdentityHost","1","592","272666624","10694656","29978624","38848","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.IdentityHost.exe","Microsoft","3.234375","1.2.60.51671","1.2.60+gd7c92a8740.RR","ServiceHub.Host.CLR.x86","ServiceHub.Host.CLR.x86","Process","8",,"False",,"5832","Microsoft.Win32.SafeHandles.SafeProcessHandle","592","18132",".","0","","System.Diagnostics.ProcessModule (ServiceHub.IdentityHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38848","38848","29978624","29978624","393704","393704","30568448","30568448","44838912","44838912","292823040","292823040","True","Normal","29978624","29978624","00:00:01.0156250","ServiceHub.IdentityHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.2343750","00:00:02.2187500","272666624","272666624","False",,,,"10694656","10694656",,
"ServiceHub.SettingsHost","1","872","378114048","15052800","69103616","49280","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.SettingsHost.exe","Microsoft","211.40625","1.2.60.51671","1.2.60+gd7c92a8740.RR","ServiceHub.Host.CLR.x86","ServiceHub.Host.CLR.x86","Process","8",,"False",,"4092","Microsoft.Win32.SafeHandles.SafeProcessHandle","872","8552",".","0","","System.Diagnostics.ProcessModule (ServiceHub.SettingsHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","49280","49280","69103616","69103616","586400","586400","69648384","69648384","67420160","67420160","394190848","394190848","True","Normal","69103616","69103616","00:02:34.2656250","ServiceHub.SettingsHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:03:31.4062500","00:00:57.1406250","378114048","378114048","False",,,,"15052800","15052800",,
"ServiceHub.VSDetouredHost","1","878","555167744","10584064","122028032","80600","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.VSDetouredHost.exe","Microsoft","10.59375","1.2.60.51671","1.2.60+gd7c92a8740.RR","ServiceHub.Host.CLR.x86","ServiceHub.Host.CLR.x86","Process","8",,"False",,"6084","Microsoft.Win32.SafeHandles.SafeProcessHandle","878","23152",".","0","","System.Diagnostics.ProcessModule (ServiceHub.VSDetouredHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","80600","80600","122028032","122028032","923384","923384","125825024","125825024","79990784","79990784","570195968","570195968","True","Normal","122028032","122028032","00:00:03.4218750","ServiceHub.VSDetouredHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:24 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.5937500","00:00:07.1718750","555167744","555167744","False",,,,"10584064","10584064",,
"services","0","772","2199109259264","8548352","9478144","13432",,,,,,,,"Process","9",,,,,,"772","900",".","0","",,,,,"13432","13432","9478144","9478144","191936","191936","16273408","16273408","13684736","13684736","363778048","2199387033600",,,"9478144","9478144",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"86003712","2199109259264","False",,,,"8548352","8548352",,
"SettingSyncHost","1","282","2199145820160","2342912","3784704","13288","C:\WINDOWS\system32\SettingSyncHost.exe","Microsoft Corporation","2.40625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","6",,"False",,"5860","Microsoft.Win32.SafeHandles.SafeProcessHandle","282","8444",".","0","","System.Diagnostics.ProcessModule (SettingSyncHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13288","13288","3784704","3784704","179752","179752","3973120","3973120","14770176","14770176","131358720","2199154614272","True","BelowNormal","3784704","3784704","00:00:01.6875000","SettingSyncHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 9:25:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4062500","00:00:00.7187500","122564608","2199145820160","False",,,,"2342912","2342912",,
"ShellExperienceHost","1","4486","2199730036736","62828544","166154240","81792","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","69.375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5604","Microsoft.Win32.SafeHandles.SafeProcessHandle","4486","6300",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","81792","81792","166154240","166154240","1642488","1642488","202522624","202522624","205729792","205729792","800935936","2199824191488","True","Normal","166154240","166154240","00:00:21.3437500","ShellExperienceHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:09.3750000","00:00:48.0312500","706781184","2199730036736","False",,,,"62828544","62828544",,
"sihost","1","2120","2199236001792","35102720","16699392","21744","c:\windows\system32\sihost.exe","Microsoft Corporation","74.1875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5108","Microsoft.Win32.SafeHandles.SafeProcessHandle","2120","7216",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21744","21744","16699392","16699392","370072","370072","17068032","17068032","36827136","36827136","227717120","2199250972672","True","Normal","16699392","16699392","00:00:36.8593750","sihost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:14.1875000","00:00:37.3281250","212746240","2199236001792","False",,,,"35102720","35102720",,
"SkypeHost","1","1166","369582080","770048","56393728","54008","C:\Program Files\WindowsApps\Microsoft.SkypeApp_12.1809.217.0_x64__kzf8qxf38zg5c\SkypeHost.exe","Microsoft Corporation","2.59375","12.1809.217.0","12.1809.217.0","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"5600","Microsoft.Win32.SafeHandles.SafeProcessHandle","1166","3536",".","0","","System.Diagnostics.ProcessModule (SkypeHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54008","54008","56393728","56393728","464320","464320","56868864","56868864","91435008","91435008","369594368","369594368","True","Normal","56393728","56393728","00:00:01.2500000","SkypeHost","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 2:45:33 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5937500","00:00:01.3437500","369582080","369582080","False",,,,"770048","770048",,
"smartscreen","1","593","2234389807104","34533376","32264192","36640","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","8.453125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"5184","Microsoft.Win32.SafeHandles.SafeProcessHandle","593","30700",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36640","36640","32264192","32264192","245424","245424","33787904","33787904","42905600","42905600","1028485120","2234411479040","True","Normal","32264192","32264192","00:00:02.9375000","smartscreen","255","True","1","System.Diagnostics.ProcessStartInfo","3/19/2018 1:35:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.4531250","00:00:05.5156250","1006813184","2234389807104","False",,,,"34533376","34533376",,
"smss","0","52","2199064059904","311296","528384","2952",,,,,,,,"Process","11",,,,,,"52","520",".","0","",,,,,"2952","2952","528384","528384","12912","12912","589824","589824","1327104","1327104","61468672","2199084724224",,,"528384","528384",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"40804352","2199064059904","False",,,,"311296","311296",,
"SnippingTool","1","301","2199246397440","20582400","6221824","18352","C:\WINDOWS\system32\SnippingTool.exe","Microsoft Corporation","5.78125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Snipping Tool","Microsoft? Windows? Operating System","Process","8",,"False",,"6028","Microsoft.Win32.SafeHandles.SafeProcessHandle","301","37608",".","533296","Snipping Tool","System.Diagnostics.ProcessModule (SnippingTool.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18352","18352","6221824","6221824","333936","333936","8077312","8077312","71991296","71991296","270700544","2199293956096","True","Normal","6221824","6221824","00:00:05.1718750","SnippingTool","255","True","1","System.Diagnostics.ProcessStartInfo","3/20/2018 10:31:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.7812500","00:00:00.6093750","223141888","2199246397440","False",,,,"20582400","20582400",,
"splwow64","1","224","2199165788160","14270464","8658944","15152","C:\WINDOWS\splwow64.exe","Microsoft Corporation","0.328125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Print driver host for applications","Microsoft? Windows? Operating System","Process","8",,"False",,"5220","Microsoft.Win32.SafeHandles.SafeProcessHandle","224","54200",".","0","","System.Diagnostics.ProcessModule (splwow64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15152","15152","8658944","8658944","195008","195008","11354112","11354112","27631616","27631616","219205632","2199242461184","True","Normal","8658944","8658944","00:00:00.2187500","splwow64","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 3:45:17 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.1093750","142532608","2199165788160","False",,,,"14270464","14270464",,
"spoolsv","0","617","2199141326848","13905920","12079104","28032",,,,,,,,"Process","8",,,,,,"617","3656",".","0","",,,,,"28032","28032","12079104","12079104","163328","163328","12398592","12398592","24150016","24150016","123256832","2199146512384",,,"12079104","12079104",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"118071296","2199141326848","False",,,,"13905920","13905920",,
"sqlceip","0","511","656445440","23134208","41504768","43968",,,,,,,,"Process","6",,,,,,"511","1000",".","0","",,,,,"43968","43968","41504768","41504768","399272","399272","72491008","72491008","69681152","69681152","666103808","666103808",,,"41504768","41504768",,"sqlceip",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"656445440","656445440","False",,,,"23134208","23134208",,
"sqlservr","0","793","29989134336","111087616","1478963200","119016",,,,,,,,"Process","8",,,,,,"793","21484",".","0","",,,,,"119016","119016","1478963200","1478963200","551856","551856","1705046016","1705046016","1486790656","1486790656","-35332096","30029438976",,,"1478963200","1478963200",,"sqlservr",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"-75636736","29989134336","False",,,,"111087616","111087616",,
"sqlwriter","0","130","86528000","2457600","2678784","9168",,,,,,,,"Process","8",,,,,,"130","26836",".","0","",,,,,"9168","9168","2678784","2678784","85584","85584","3289088","3289088","8302592","8302592","97013760","97013760",,,"2678784","2678784",,"sqlwriter",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"86528000","86528000","False",,,,"2457600","2457600",,
"Startcd","1","288","493244416","21794816","248156160","56560","D:\Databank\Program Files\LONGMAN Dictionary\Startcd.exe","Macromedia, Inc.","894.59375","10.1r11","10.1","Macromedia Projector","Director MX 2004","Process","8",,"False",,"5232","Microsoft.Win32.SafeHandles.SafeProcessHandle","288","53708",".","534826","Startcd","System.Diagnostics.ProcessModule (Startcd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","56560","56560","248156160","248156160","234744","234744","248381440","248381440","45363200","45363200","522448896","522448896","True","Normal","248156160","248156160","00:00:27.7656250","Startcd","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 3:45:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:14:54.5937500","00:14:26.8281250","493244416","493244416","False",,,,"21794816","21794816",,
"svchost","0","77","2199081472000","917504","970752","5160",,,,,,,,"Process","8",,,,,,"77","88",".","0","",,,,,"5160","5160","970752","970752","39784","39784","1064960","1064960","4108288","4108288","59265024","2199082520576",,,"970752","970752",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58216448","2199081472000","False",,,,"917504","917504",,
"svchost","0","1603","2199191724032","33832960","30126080","27312",,,,,,,,"Process","8",,,,,,"1603","388",".","0","",,,,,"27312","27312","30126080","30126080","1587136","1587136","35471360","35471360","43687936","43687936","182337536","2199205593088",,,"30126080","30126080",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"168468480","2199191724032","False",,,,"33832960","33832960",,
"svchost","1","578","2199247503360","32784384","12005376","30808","c:\windows\system32\svchost.exe","Microsoft Corporation","102.359375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5432","Microsoft.Win32.SafeHandles.SafeProcessHandle","578","744",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30808","30808","12005376","12005376","356760","356760","13017088","13017088","41357312","41357312","242720768","2199265976320","True","Normal","12005376","12005376","00:00:42.4375000","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:42.3593750","00:00:59.9218750","224247808","2199247503360","False",,,,"32784384","32784384",,
"svchost","0","602","2199113924608","6799360","4460544","11720",,,,,,,,"Process","8",,,,,,"602","840",".","0","",,,,,"11720","11720","4460544","4460544","110904","110904","5337088","5337088","10244096","10244096","96985088","2199120240640",,,"4460544","4460544",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90669056","2199113924608","False",,,,"6799360","6799360",,
"svchost","0","1479","2199137710080","16879616","16195584","22448",,,,,,,,"Process","8",,,,,,"1479","1060",".","0","",,,,,"22448","22448","16195584","16195584","273688","273688","18370560","18370560","20897792","20897792","157220864","2199180476416",,,"16195584","16195584",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"114454528","2199137710080","False",,,,"16879616","16879616",,
